Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t,state
2024-01-11,0.10711658,0.21151731145937075,0.1496722091779533,0.3818948693747698,-0.049455516066109824,0.14386787048515023,AMARILLO
2024-01-12,0.10659038,0.23050780827932182,0.17364463642654746,0.39665604429015977,-0.05171867212313514,0.14295477202719548,AMARILLO
2024-01-16,0.09827982,0.2576059203349249,0.20610178765505888,0.4466716157215057,-0.025955321229702413,0.17925284268357736,NARANJA
2024-01-17,0.10026476,0.2745927825272554,0.22816772695119833,0.4495710078281815,0.09970453362573209,0.14357375288314128,NARANJA
2024-01-18,0.10454805,0.29869936805079667,0.25875951537582603,0.4656428860107897,0.15635224559755928,0.1355990744676732,NARANJA
2024-01-19,0.11137356,0.3080020226501285,0.26685423983605666,0.5332392148505112,0.05747553947977542,0.1442214105229007,NARANJA
2024-01-22,0.11007462,0.32337661814999524,0.2929972589659116,0.4337520315440329,0.1734745002065557,0.15447765341811234,NARANJA
2024-01-23,0.0944218,0.3522063899752599,0.3222816594680763,0.5737777761022533,0.15088148477618082,0.20246762558732015,ROJO
2024-01-24,0.0891104,0.3350840603023482,0.3023637215263604,0.532403110856082,0.1735655900590831,0.2262239644869585,ROJO
2024-01-25,0.09019992,0.3151361177846173,0.28631883132692887,0.3657321098589929,0.045660862402959856,0.2332998499885134,AMARILLO
2024-01-26,0.08984231,0.29558637658769626,0.2604997269944468,0.36941046249565745,0.01298026401057617,0.2328019550389891,AMARILLO
2024-01-29,0.0925294,0.2654609339737781,0.22392957579391115,0.32186464563553874,0.012878641151698178,0.23405749653740823,AMARILLO
2024-01-30,0.09273118,0.233735895448442,0.18576834354562277,0.26599136668351747,0.03888625403344145,0.222925633441323,AMARILLO
2024-01-31,0.11036976,0.23137180990859074,0.17882202540386152,0.3297092021408284,0.0011718643687052555,0.23286303669487343,AMARILLO
2024-02-01,0.11480028,0.20784897808243052,0.15061028512082283,0.28690367585737075,0.006111238343984499,0.18223853991009356,AMARILLO
2024-02-02,0.11321578,0.1849418499464698,0.12352057984259832,0.23887157234643108,0.019134853370779144,0.15819736222024539,VERDE
2024-02-05,0.11305836,0.16956437527249665,0.10531476389408806,0.20696850115006415,0.031020373670443073,0.179243629383762,VERDE
2024-02-06,0.1130336,0.15311849313479894,0.08629489120997724,0.16538897201370434,0.018102308213179014,0.17341831251116782,CALMA
2024-02-07,0.10724365,0.1402027503363397,0.07192251354463824,0.12338873812001606,0.02032680981894685,0.18517486357911833,CALMA
2024-02-08,0.10657629,0.13345048380805746,0.0631911025181261,0.1215779494608836,0.024547881661093895,0.1863348586246107,CALMA
2024-02-09,0.10660617,0.1298769610153956,0.05723952693560286,0.1426359442784304,0.025659980306098413,0.1866698598361186,CALMA
